iteration,x,y,energie cinetique,energie potentielle,energie mecanique
247,9.464956202640012211129180216,3.3105311962818225086849390873,68.183593160611223334410084135,33.105311962818225086849390873,101.28890512342944842125947501
248,9.548824384199150821668882198,3.0885564210199763480439561970,70.383340913229684940819913035,30.885564210199763480439561970,101.26890512342944842125947500
249,9.632692565758289432208584180,2.8625816457581301874029733067,72.62308866584814654722974194,28.625816457581301874029733067,101.24890512342944842125947501
250,9.716560747317428042748286162,2.6326068704962840267619904164,74.90283641846660815363957084,26.326068704962840267619904164,101.22890512342944842125947500
251,9.699571071123433397293152707,2.3986320952344380072318655788,77.222584171085069760049399745,23.986320952344380072318655788,101.20890512342944983236805553
252,9.615702889564294786753450725,2.1606573199725918465908826885,79.58233192370353136645922865,21.606573199725918465908826885,101.18890512342944983236805554
253,9.531834708005156176213748743,1.9186825447107456859498997982,81.98207967632199297286905755,19.186825447107456859498997982,101.16890512342944983236805553
254,9.447966526446017565674046761,1.6727077694488995253089169079,84.42182742894045457927888646,16.727077694488995253089169079,101.14890512342944983236805554
255,9.364098344886878955134344779,1.4227329941870533646679340176,86.90157518155891618568871536,14.227329941870533646679340176,101.12890512342944983236805554
256,9.280230163327740344594642797,1.1687582189252072040269511273,89.42132293417737779209854426,11.687582189252072040269511273,101.10890512342944983236805553
257,9.196361981768601734054940815,0.9107834436633610433859682370,91.98107068679583939850837316,9.107834436633610433859682370,101.08890512342944983236805553
258,9.112493800209463123515238833,0.6488086684015148827449853467,94.58081843941430100491820206,6.4880866840151488274498534670,101.06890512342944983236805553
259,9.028625618650324512975536851,0.3828338931396687221040024564,97.22056619203276261132803097,3.8283389313966872210400245640,101.04890512342944983236805553
260,8.944757437091185761864000315,0.3871408821221778910429098125,99.90031394465122421773785987,3.8714088212217789104290981250,103.77172276587300312816695800
261,8.860889255532047151324298333,0.6531156573840240516838927028,97.22056619203276261132803097,6.5311565738402405168389270280,103.75172276587300312816695800
262,8.777021073972908540784596351,0.9150904326458702123248755931,94.58081843941430100491820206,9.150904326458702123248755931,103.73172276587300312816695799
263,8.693152892413769930244894369,1.1730652079077163729658584834,91.98107068679583939850837316,11.730652079077163729658584834,103.71172276587300312816695799
264,8.609284710854631319705192387,1.4270399831695625336068413737,89.42132293417737779209854426,14.270399831695625336068413737,103.69172276587300312816695800
265,8.525416529295492709165490405,1.6770147584314086942478242640,86.90157518155891618568871536,16.770147584314086942478242640,103.67172276587300312816695800
266,8.441548347736354098625788423,1.9229895336932548548888071543,84.42182742894045457927888646,19.229895336932548548888071543,103.65172276587300312816695800
267,8.357680166177215488086086441,2.1649643089551010155297900446,81.98207967632199297286905755,21.649643089551010155297900446,103.63172276587300312816695800
268,8.273811984618076877546384459,2.4029390842169471761707729349,79.58233192370353136645922865,24.029390842169471761707729349,103.61172276587300312816695800
269,8.189943803058938267006682477,2.6369138594787933368117558252,77.222584171085069760049399745,26.369138594787933368117558252,103.59172276587300312816695800
270,8.106075621499799656466980495,2.8668886347406394974527387155,74.90283641846660815363957084,28.668886347406394974527387155,103.57172276587300312816695800
271,8.022207439940661045927278513,3.0928634100024856580937216058,72.62308866584814654722974194,30.928634100024856580937216058,103.55172276587300312816695800
272,7.938339258381522435387576531,3.3148381852643318187347044961,70.383340913229684940819913035,33.148381852643318187347044961,103.53172276587300312816695800
273,7.8544710768223838248478745486,3.5328129605261779793756873864,68.183593160611223334410084135,35.328129605261779793756873864,103.51172276587300312816695800
274,7.7706028952632452143081725662,3.7467877357880241400166702767,66.02384540799276172800025523,37.467877357880241400166702767,103.49172276587300312816695800
275,7.6867347137041066037684705838,3.9567625110498703006576531670,63.904097655374300121590426325,39.567625110498703006576531670,103.47172276587300312816695800
276,7.6028665321449679932287686014,4.1627372863117164612986360573,61.824349902755838515180597425,41.627372863117164612986360573,103.45172276587300312816695800
277,7.5189983505858293826890666190,4.3647120615735626219396189476,59.78460215013737690877076852,43.647120615735626219396189476,103.43172276587300312816695800
278,7.4351301690266907721493646366,4.5626868368354087825806018379,57.78485439751891530236093962,45.626868368354087825806018379,103.41172276587300312816695800
279,7.3512619874675521616096626542,4.7566616120972549432215847282,55.825106644900453695951110715,47.566616120972549432215847282,103.39172276587300312816695800
280,7.2673938059084135510699606718,4.9466363873591011038625676185,53.90535889228199208954128181,49.466363873591011038625676185,103.37172276587300312816695800
281,7.1835256243492749405302586894,5.1326111626209472645035505088,52.02561113966353048313145291,51.326111626209472645035505088,103.35172276587300312816695800
282,7.0996574427901363299905567070,5.3145859378827934251445333991,50.185863387045068876721624005,53.145859378827934251445333991,103.33172276587300312816695800
283,7.0157892612309977194508547246,5.4925607131446395857855162894,48.386115634426607270311795105,54.925607131446395857855162894,103.31172276587300312816695800
284,6.9319210796718591089111527422,5.6665354884064857464264991797,46.62636788180814566390196620,56.665354884064857464264991797,103.29172276587300312816695800
285,6.8480528981127204983714507598,5.8365102636683319070674820700,44.90662012918968405749213730,58.365102636683319070674820700,103.27172276587300312816695800
286,6.7641847165535818878317487774,6.0024850389301780677084649603,43.226872376571222451082308395,60.024850389301780677084649603,103.25172276587300312816695800
287,6.6803165349944432772920467950,6.1644598141920242283494478506,41.58712462395276084467247949,61.644598141920242283494478506,103.23172276587300312816695800
288,6.5964483534353046667523448126,6.3224345894538703889904307409,39.98737687133429923826265059,63.224345894538703889904307409,103.21172276587300312816695800
289,6.5125801718761660562126428302,6.4764093647157165496314136312,38.427629118715837631852821686,64.764093647157165496314136312,103.19172276587300312816695800
290,6.4287119903170274456729408478,6.6263841399775627102723965215,36.907881366097376025442992782,66.263841399775627102723965215,103.17172276587300312816695800
291,6.3448438087578888351332388654,6.7723589152394088709133794118,35.42813361347891441903316388,67.723589152394088709133794118,103.15172276587300312816695800
292,6.2609756271987502245935368830,6.9143336905012550315543623021,33.988385860860452812623334976,69.143336905012550315543623021,103.13172276587300312816695800
293,6.1771074456396116140538349006,7.0523084657631011921953451924,32.588638108241991206213506074,70.523084657631011921953451924,103.11172276587300312816695800
294,6.0932392640804730035141329182,7.1862832410249473528363280827,31.22889035562352959980367717,71.862832410249473528363280827,103.09172276587300312816695800
295,6.0093710825213343929744309358,7.3162580162867935134773109730,29.909142603005067993393848268,73.162580162867935134773109730,103.07172276587300312816695800
296,5.9255029009621957824347289534,7.4422327915486396741182938633,28.629394850386606386984019364,74.422327915486396741182938633,103.05172276587300312816695800
297,5.8416347194030571718950269710,7.5642075668104858347592767536,27.389647097768144780574190462,75.642075668104858347592767536,103.03172276587300312816695800
298,5.7577665378439185613553249886,7.6821823420723319954002596439,26.189899345149683174164361558,76.821823420723319954002596439,103.01172276587300312816695800
299,5.6738983562847799508156230062,7.7961571173341781560412425342,25.030151592531221567754532656,77.961571173341781560412425342,102.99172276587300312816695800
300,5.5900301747256413402759210238,7.9061318925960243166822254245,23.910403839912759961344703752,79.061318925960243166822254245,102.97172276587300312816695800
301,5.5061619931665027297362190414,8.012106667857870477323208315,22.83065608729429835493487485,80.12106667857870477323208315,102.95172276587300312816695800
302,5.4222938116073641191965170590,8.114081443119716637964191205,21.790908334675836748525045946,81.14081443119716637964191205,102.93172276587300312816695800
303,5.3384256300482255086568150766,8.212056218381562798605174095,20.791160582057375142115217044,82.12056218381562798605174095,102.91172276587300312816695799
304,5.2545574484890868981171130942,8.306030993643408959246156985,19.83141282943891353570538814,83.06030993643408959246156985,102.89172276587300312816695799
305,5.1706892669299482875774111118,8.396005768905255119887139875,18.911665076820451929295559238,83.96005768905255119887139875,102.87172276587300312816695799
306,5.0868210853708096770377091294,8.481980544167101280528122765,18.031917324201990322885730334,84.81980544167101280528122765,102.85172276587300312816695798
307,5.0029529038116710664980071470,8.563955319428947441169105655,17.192169571583528716475901432,85.63955319428947441169105655,102.83172276587300312816695798
308,4.9190847222525324559583051646,8.641930094690793601810088545,16.392421818965067110066072528,86.41930094690793601810088545,102.81172276587300312816695798
309,4.8352165406933938454186031822,8.715904869952639762451071435,15.632674066346605503656243626,87.15904869952639762451071435,102.79172276587300312816695798
310,4.7513483591342552348789011998,8.785879645214485923092054325,14.912926313728143897246414722,87.85879645214485923092054325,102.77172276587300312816695797
311,4.6674801775751166243391992174,8.851854420476332083733037215,14.23317856110968229083658582,88.51854420476332083733037215,102.75172276587300312816695797
312,4.5836119960159780137994972350,8.913829195738178244374020105,13.593430808491220684426756916,89.13829195738178244374020105,102.73172276587300312816695797
313,4.4997438144568394032597952526,8.971803971000024405015002995,12.993683055872759078016928014,89.71803971000024405015002995,102.71172276587300312816695796
314,4.4158756328977007927200932702,9.025778746261870565655985885,12.43393530325429747160709911,90.25778746261870565655985885,102.69172276587300312816695796
315,4.3320074513385621821803912878,9.075753521523716726296968775,11.914187550635835865197270208,90.75753521523716726296968775,102.67172276587300312816695796
316,4.2481392697794235716406893054,9.121728296785562886937951665,11.434439798017374258787441304,91.21728296785562886937951665,102.65172276587300312816695795
317,4.1642710882202849611009873230,9.163703072047409047578934555,10.994692045398912652377612402,91.63703072047409047578934555,102.63172276587300312816695795
318,4.0804029066611463505612853406,9.201677847309255208219917445,10.594944292780451045967783498,92.01677847309255208219917445,102.61172276587300312816695795
319,3.9965347251020077400215833582,9.235652622571101368860900335,10.235196540161989439557954596,92.35652622571101368860900335,102.59172276587300312816695795
320,3.9126665435428691294818813758,9.265627397832947529501883225,9.915448787543527833148125692,92.65627397832947529501883225,102.57172276587300312816695794
321,3.8287983619837305189421793934,9.291602173094793690142866115,9.63570103492506622673829679,92.91602173094793690142866115,102.55172276587300312816695794
322,3.7449301804245919084024774110,9.313576948356639850783849005,9.395953282306604620328467886,93.13576948356639850783849005,102.53172276587300312816695794
323,3.6610619988654532978627754286,9.331551723618486011424831895,9.196205529688143013918638984,93.31551723618486011424831895,102.51172276587300312816695793
324,3.5771938173063146873230734462,9.345526498880332172065814785,9.03645777706968140750881008,93.45526498880332172065814785,102.49172276587300312816695793
325,3.4933256357471760767833714638,9.355501274142178332706797675,8.916710024451219801098981178,93.55501274142178332706797675,102.47172276587300312816695793
326,3.4094574541880374662436694814,9.361476049404024493347780565,8.836962271832758194689152274,93.61476049404024493347780565,102.45172276587300312816695792
327,3.3255892726288988557039674990,9.363450824665870653988763455,8.797214519214296588279323372,93.63450824665870653988763455,102.43172276587300312816695792
328,3.2417210910697602451642655166,9.361425599927716814629746345,8.797466766595834981869494468,93.61425599927716814629746345,102.41172276587300312816695792
329,3.1578529095106216346245635342,9.355400375189562975270729235,8.837719013977373375459665566,93.55400375189562975270729235,102.39172276587300312816695792
330,3.0739847279514830240848615518,9.345375150451409135911712125,8.917971261358911769049836662,93.45375150451409135911712125,102.37172276587300312816695791
331,2.9901165463923444135451595694,9.331349925713255296552695015,9.03822350874045016264000776,93.31349925713255296552695015,102.35172276587300312816695791
332,2.9062483648332058030054575870,9.313324700975101457193677905,9.198475756121988556230178856,93.13324700975101457193677905,102.33172276587300312816695791
333,2.8223801832740671924657556046,9.291299476236947617834660795,9.398728003503526949820349954,92.91299476236947617834660795,102.31172276587300312816695790
334,2.7385120017149285819260536222,9.265274251498793778475643685,9.63898025088506534341052105,92.65274251498793778475643685,102.29172276587300312816695790
335,2.6546438201557899713863516398,9.235249026760639939116626575,9.919232498266603737000692148,92.35249026760639939116626575,102.27172276587300312816695790
336,2.5707756385966513608466496574,9.201223802022486099757609465,10.239484745648142130590863244,92.01223802022486099757609465,102.25172276587300312816695789
337,2.4869074570375127503069476750,9.163198577284332260398592355,10.599736993029680524181034342,91.63198577284332260398592355,102.23172276587300312816695789
338,2.4030392754783741397672456926,9.121173352546178421039575245,10.999989240411218917771205438,91.21173352546178421039575245,102.21172276587300312816695789
339,2.3191710939192355292275437102,9.075148127808024581680558135,11.440241487792757311361376536,90.75148127808024581680558135,102.19172276587300312816695789
340,2.2353029123600969186878417278,9.025122903069870742321541025,11.920493735174295704951547632,90.25122903069870742321541025,102.17172276587300312816695788
341,2.1514347308009583081481397454,8.971097678331716902962523915,12.44074598255583409854171873,89.71097678331716902962523915,102.15172276587300312816695788
342,2.0675665492418196976084377630,8.913072453593563063603506805,13.000998229937372492131889826,89.13072453593563063603506805,102.13172276587300312816695788
343,1.9836983676826810870687357806,8.851047228855409224244489695,13.601250477318910885722060924,88.51047228855409224244489695,102.11172276587300312816695787
344,1.8998301861235424765290337982,8.785022004117255384885472585,14.24150272470044927931223202,87.85022004117255384885472585,102.09172276587300312816695787
345,1.8159620045644038659893318158,8.714996779379101545526455475,14.921754972081987672902403118,87.14996779379101545526455475,102.07172276587300312816695787
346,1.7320938230052652554496298334,8.640971554640947706167438365,15.642007219463526066492574214,86.40971554640947706167438365,102.05172276587300312816695786
347,1.6482256414461266449099278510,8.562946329902793866808421255,16.402259466845064460082745312,85.62946329902793866808421255,102.03172276587300312816695786
348,1.5643574598869880343702258686,8.480921105164640027449404145,17.202511714226602853672916408,84.80921105164640027449404145,102.01172276587300312816695786
349,1.4804892783278494238305238862,8.394895880426486188090387035,18.042763961608141247263087506,83.94895880426486188090387035,101.99172276587300312816695786
350,1.3966210967687108132908219038,8.304870655688332348731369925,18.923016208989679640853258602,83.04870655688332348731369925,101.97172276587300312816695785
351,1.3127529152095722027511199214,8.210845430950178509372352815,19.8432684563712180344434297,82.10845430950178509372352815,101.95172276587300312816695785
352,1.2288847336504335922114179390,8.112820206212024670013335705,20.803520703752756428033600796,81.12820206212024670013335705,101.93172276587300312816695785
353,1.1450165520912949816717159566,8.010794981473870830654318595,21.803772951134294821623771894,80.10794981473870830654318595,101.91172276587300312816695784
354,1.0611483705321563711320139742,7.9047697567357169912953014853,22.84402519851583321521394299,79.047697567357169912953014853,101.89172276587300312816695784
355,0.9772801889730177605923119918,7.7947445319975631519362843756,23.924277445897371608804114088,77.947445319975631519362843756,101.87172276587300312816695784
356,0.8934120074138791500526100094,7.6807193072594093125772672659,25.044529693278910002394285184,76.807193072594093125772672659,101.85172276587300312816695784
357,0.8095438258547405395129080270,7.5626940825212554732182501562,26.204781940660448395984456282,75.626940825212554732182501562,101.83172276587300312816695784
358,0.7256756442956019289732060446,7.4406688577831016338592330465,27.405034188041986789574627378,74.406688577831016338592330465,101.81172276587300312816695784
359,0.6418074627364633184335040622,7.3146436330449477945002159368,28.645286435423525183164798476,73.146436330449477945002159368,101.79172276587300312816695784
360,0.5579392811773247078938020798,7.1846184083067939551411988271,29.925538682805063576754969572,71.846184083067939551411988271,101.77172276587300312816695784
361,0.4740710996181860973541000974,7.0505931835686401157821817174,31.24579093018660197034514067,70.505931835686401157821817174,101.75172276587300312816695784
362,0.3902029180590474868143981150,6.9125679588304862764231646077,32.606043177568140363935311766,69.125679588304862764231646077,101.73172276587300312816695784
363,0.3063347364999088762746961326,6.7705427340923324370641474980,34.006295424949678757525482864,67.705427340923324370641474980,101.71172276587300312816695784
364,0.2224665549407702657349941502,6.6245175093541785977051303883,35.44654767233121715111565396,66.245175093541785977051303883,101.69172276587300312816695784
365,0.1385983733816316551952921678,6.4744922846160247583461132786,36.926799919712755544705825058,64.744922846160247583461132786,101.67172276587300312816695784
366,0.0547301918224930446555901854,6.3204670598778709189870961689,38.447052167094293938295996154,63.204670598778709189870961689,101.65172276587300312816695784
367,-0.0291379897366455658841117970,6.1624418351397170796280790592,40.00730441447583233188616725,61.624418351397170796280790592,101.63172276587300312816695784
368,-0.1130061712957841764238137794,6.0004166104015632402690619495,41.60755666185737072547633835,60.004166104015632402690619495,101.61172276587300312816695784
369,-0.1968743528549227869635157618,5.8343913856634094009100448398,43.247808909238909119066509445,58.343913856634094009100448398,101.59172276587300312816695784
370,-0.2807425344140613975032177442,5.6643661609252555615510277301,44.92806115662044751265668054,56.643661609252555615510277301,101.57172276587300312816695784
371,-0.3646107159732000080429197266,5.4903409361871017221920106204,46.64831340400198590624685164,54.903409361871017221920106204,101.55172276587300312816695784
372,-0.4484788975323386185826217090,5.3123157114489478828329935107,48.408565651383524299837022735,53.123157114489478828329935107,101.53172276587300312816695784
373,-0.5495200097169700059428838084,5.3143741635310184275466383640,50.20881789876495063179726119,53.143741635310184275466383640,103.35255953407513490726364483
374,-0.6656098004996359538655656011,5.4737455649299438418691249711,48.59510388477569648857239512,54.737455649299438418691249711,103.33255953407513490726364483
375,-0.7816995912823019017882473938,5.6291169663288692561916115782,47.02138987078644234534752905,56.291169663288692561916115782,103.31255953407513490726364483
376,-0.8977893820649678497109291865,5.7804883677277946705140981853,45.487675856797188202122662975,57.804883677277946705140981853,103.29255953407513490726364483
377,-1.0138791728476337976336109792,5.9278597691267200848365847924,43.993961842807934058897796905,59.278597691267200848365847924,103.27255953407513490726364483
378,-1.1299689636302997455562927719,6.0712311705256454991590713995,42.540247828818679915672930835,60.712311705256454991590713995,103.25255953407513490726364483
379,-1.2460587544129656934789745646,6.2106025719245709134815580066,41.126533814829425772448064765,62.106025719245709134815580066,103.23255953407513490726364483
380,-1.3621485451956316414016563573,6.3459739733234963278040446137,39.75281980084017162922319869,63.459739733234963278040446137,103.21255953407513490726364483
381,-1.4782383359782975893243381500,6.4773453747224217421265312208,38.419105786850917485998332621,64.773453747224217421265312208,103.19255953407513490726364483
382,-1.5943281267609635372470199427,6.6047167761213471564490178279,37.125391772861663342773466550,66.047167761213471564490178279,103.17255953407513490726364483
383,-1.7104179175436294851697017354,6.7280881775202725707715044350,35.871677758872409199548600479,67.280881775202725707715044350,103.15255953407513490726364483
384,-1.8265077083262954330923835281,6.8474595789191979850939910421,34.657963744883155056323734408,68.474595789191979850939910421,103.13255953407513490726364483
385,-1.9425974991089613810150653208,6.9628309803181233994164776492,33.484249730893900913098868336,69.628309803181233994164776492,103.11255953407513490726364483
386,-2.0586872898916273289377471135,7.0742023817170488137389642563,32.350535716904646769874002265,70.742023817170488137389642563,103.09255953407513490726364483
387,-2.1747770806742932768604289062,7.1815737831159742280614508634,31.256821702915392626649136194,71.815737831159742280614508634,103.07255953407513490726364483
388,-2.2908668714569592247831106989,7.2849451845148996423839374705,30.203107688926138483424270123,72.849451845148996423839374705,103.05255953407513490726364483
389,-2.4069566622396251727057924916,7.3843165859138250567064240776,29.189393674936884340199404052,73.843165859138250567064240776,103.03255953407513490726364483
390,-2.5230464530222911206284742843,7.4796879873127504710289106847,28.21567966094763019697453798,74.796879873127504710289106847,103.01255953407513490726364483
391,-2.6391362438049570685511560770,7.5710593887116758853513972918,27.281965646958376053749671909,75.710593887116758853513972918,102.99255953407513490726364483
392,-2.7552260345876230164738378697,7.6584307901106012996738838989,26.388251632969121910524805838,76.584307901106012996738838989,102.97255953407513490726364483
393,-2.8713158253702889643965196624,7.7418021915095267139963705060,25.534537618979867767299939767,77.418021915095267139963705060,102.95255953407513490726364483
394,-2.9874056161529549123192014551,7.8211735929084521283188571131,24.720823604990613624075073696,78.211735929084521283188571131,102.93255953407513490726364483
395,-3.1034954069356208602418832478,7.8965449943073775426413437202,23.947109591001359480850207624,78.965449943073775426413437202,102.91255953407513490726364483
396,-3.2195851977182868081645650405,7.967916395706302956963830327,23.213395577012105337625341553,79.67916395706302956963830327,102.89255953407513490726364482
397,-3.3356749885009527560872468332,8.035287797105228371286316934,22.519681563022851194400475482,80.35287797105228371286316934,102.87255953407513490726364482
398,-3.4517647792836187040099286259,8.098659198504153785608803541,21.865967549033597051175609411,80.98659198504153785608803541,102.85255953407513490726364482
399,-3.5678545700662846519326104186,8.158030599903079199931290148,21.25225353504434290795074334,81.58030599903079199931290148,102.83255953407513490726364482
400,-3.6839443608489505998552922113,8.213402001302004614253776755,20.678539521055088764725877268,82.13402001302004614253776755,102.81255953407513490726364482
401,-3.8000341516316165477779740040,8.264773402700930028576263362,20.144825507065834621501011197,82.64773402700930028576263362,102.79255953407513490726364482
402,-3.9161239424142824957006557967,8.312144804099855442898749969,19.651111493076580478276145126,83.12144804099855442898749969,102.77255953407513490726364482
403,-4.0322137331969484436233375894,8.355516205498780857221236576,19.197397479087326335051279055,83.55516205498780857221236576,102.75255953407513490726364482
404,-4.1483035239796143915460193821,8.394887606897706271543723183,18.783683465098072191826412984,83.94887606897706271543723183,102.73255953407513490726364481
405,-4.2643933147622803394687011748,8.430259008296631685866209790,18.409969451108818048601546912,84.30259008296631685866209790,102.71255953407513490726364481
406,-4.3804831055449462873913829675,8.461630409695557100188696397,18.076255437119563905376680841,84.61630409695557100188696397,102.69255953407513490726364481
407,-4.4965728963276122353140647602,8.489001811094482514511183004,17.782541423130309762151814770,84.89001811094482514511183004,102.67255953407513490726364481
408,-4.6126626871102781832367465529,8.512373212493407928833669611,17.528827409141055618926948699,85.12373212493407928833669611,102.65255953407513490726364481
409,-4.7287524778929441311594283456,8.531744613892333343156156218,17.315113395151801475702082628,85.31744613892333343156156218,102.63255953407513490726364481
410,-4.8448422686756100790821101383,8.547116015291258757478642825,17.141399381162547332477216556,85.47116015291258757478642825,102.61255953407513490726364481
411,-4.9609320594582760270047919310,8.558487416690184171801129432,17.007685367173293189252350485,85.58487416690184171801129432,102.59255953407513490726364480
412,-5.0770218502409419749274737237,8.565858818089109586123616039,16.913971353184039046027484414,85.65858818089109586123616039,102.57255953407513490726364480
413,-5.1931116410236079228501555164,8.569230219488035000446102646,16.860257339194784902802618343,85.69230219488035000446102646,102.55255953407513490726364480
414,-5.3092014318062738707728373091,8.568601620886960414768589253,16.846543325205530759577752272,85.68601620886960414768589253,102.53255953407513490726364480
415,-5.4252912225889398186955191018,8.563973022285885829091075860,16.8728293112162766163528862,85.63973022285885829091075860,102.51255953407513490726364480
416,-5.5413810133716057666182008945,8.555344423684811243413562467,16.939115297227022473128020129,85.55344423684811243413562467,102.49255953407513490726364480
417,-5.6574708041542717145408826872,8.542715825083736657736049074,17.045401283237768329903154058,85.42715825083736657736049074,102.47255953407513490726364480
418,-5.7735605949369376624635644799,8.526087226482662072058535681,17.191687269248514186678287987,85.26087226482662072058535681,102.45255953407513490726364480
419,-5.8896503857196036103862462726,8.505458627881587486381022288,17.377973255259260043453421916,85.05458627881587486381022288,102.43255953407513490726364480
420,-6.0057401765022695583089280653,8.480830029280512900703508895,17.604259241270005900228555844,84.80830029280512900703508895,102.41255953407513490726364479
421,-6.1218299672849355062316098580,8.452201430679438315025995502,17.870545227280751757003689773,84.52201430679438315025995502,102.39255953407513490726364479
422,-6.2379197580676014541542916507,8.419572832078363729348482109,18.176831213291497613778823702,84.19572832078363729348482109,102.37255953407513490726364479
423,-6.3540095488502674020769734434,8.382944233477289143670968716,18.523117199302243470553957631,83.82944233477289143670968716,102.35255953407513490726364479
424,-6.4700993396329333499996552361,8.342315634876214557993455323,18.90940318531298932732909156,83.42315634876214557993455323,102.33255953407513490726364479
425,-6.5861891304155992979223370288,8.297687036275139972315941930,19.335689171323735184104225488,82.97687036275139972315941930,102.31255953407513490726364479
426,-6.7022789211982652458450188215,8.249058437674065386638428537,19.801975157334481040879359417,82.49058437674065386638428537,102.29255953407513490726364479
427,-6.8183687119809311937677006142,8.196429839072990800960915144,20.308261143345226897654493346,81.96429839072990800960915144,102.27255953407513490726364479
428,-6.9344585027635971416903824069,8.139801240471916215283401751,20.854547129355972754429627275,81.39801240471916215283401751,102.25255953407513490726364478
429,-7.0505482935462630896130641996,8.079172641870841629605888358,21.440833115366718611204761204,80.79172641870841629605888358,102.23255953407513490726364478
430,-7.1666380843289290375357459923,8.014544043269767043928374965,22.067119101377464467979895132,80.14544043269767043928374965,102.21255953407513490726364478
431,-7.2827278751115949854584277850,7.945915444668692458250861572,22.733405087388210324755029061,79.45915444668692458250861572,102.19255953407513490726364478
432,-7.3988176658942609333811095777,7.8732868460676178725733481791,23.439691073398956181530162990,78.732868460676178725733481791,102.17255953407513490726364478
433,-7.5149074566769268813037913704,7.7966582474665432868958347862,24.185977059409702038305296919,77.966582474665432868958347862,102.15255953407513490726364478
434,-7.6309972474595928292264731631,7.7160296488654687012183213933,24.972263045420447895080430848,77.160296488654687012183213933,102.13255953407513490726364478
435,-7.7470870382422587771491549558,7.6314010502643941155408080004,25.798549031431193751855564776,76.314010502643941155408080004,102.11255953407513490726364478
436,-7.8631768290249247250718367485,7.5427724516633195298632946075,26.664835017441939608630698705,75.427724516633195298632946075,102.09255953407513490726364478
437,-7.979266619807590672994518541,7.4501438530622449441857812146,27.571121003452685465405832634,74.501438530622449441857812146,102.07255953407513490726364478
438,-8.095356410590256620917200334,7.3535152544611703585082678217,28.517406989463431322180966563,73.535152544611703585082678217,102.05255953407513490726364478
439,-8.211446201372922568839882127,7.2528866558600957728307544288,29.503692975474177178956100492,72.528866558600957728307544288,102.03255953407513490726364478
440,-8.327535992155588516762563920,7.1482580572590211871532410359,30.52997896148492303573123442,71.482580572590211871532410359,102.01255953407513490726364478
441,-8.443625782938254464685245713,7.0396294586579466014757276430,31.596264947495668892506368349,70.396294586579466014757276430,101.99255953407513490726364478
442,-8.559715573720920412607927506,6.9270008600568720157982142501,32.702550933506414749281502278,69.270008600568720157982142501,101.97255953407513490726364478
443,-8.675805364503586360530609299,6.8103722614557974301207008572,33.848836919517160606056636207,68.103722614557974301207008572,101.95255953407513490726364478
444,-8.791895155286252308453291092,6.6897436628547228444431874643,35.035122905527906462831770136,66.897436628547228444431874643,101.93255953407513490726364478
445,-8.907984946068918256375972885,6.5651150642536482587656740714,36.261408891538652319606904064,65.651150642536482587656740714,101.91255953407513490726364478
446,-9.024074736851584204298654678,6.4364864656525736730881606785,37.527694877549398176382037993,64.364864656525736730881606785,101.89255953407513490726364478
447,-9.140164527634250152221336471,6.3038578670514990874106472856,38.833980863560144033157171922,63.038578670514990874106472856,101.87255953407513490726364478
448,-9.256254318416916100144018264,6.1672292684504245017331338927,40.18026684957088988993230585,61.672292684504245017331338927,101.85255953407513490726364478
449,-9.372344109199582048066700057,6.0266006698493499160556204998,41.56655283558163574670743978,60.266006698493499160556204998,101.83255953407513490726364478
450,-9.488433899982247995989381850,5.8819720712482753303781071069,42.99283882159238160348257371,58.819720712482753303781071069,101.81255953407513490726364478
451,-9.604523690764913943912063643,5.7333434726472007447005937140,44.459124807603127460257707635,57.333434726472007447005937140,101.79255953407513490726364478
452,-9.720613481547579891834745436,5.5807148740461261590230803211,45.965410793613873317032841565,55.807148740461261590230803211,101.77255953407513490726364478
453,-9.663296727669754191803237029,5.4240862754450516159272838925,47.511696779624619173807975495,54.240862754450516159272838925,101.75255953407513533308081442
454,-9.547206936887088243880555236,5.2634576768439770302497704996,49.097982765635365030583109425,52.634576768439770302497704996,101.73255953407513533308081442
455,-9.431117146104422295957873443,5.0988290782429024445722571067,50.72426875164611088735824335,50.988290782429024445722571067,101.71255953407513533308081442
456,-9.315027355321756348035191650,4.9302004796418278588947437138,52.39055473765685674413337728,49.302004796418278588947437138,101.69255953407513533308081442
457,-9.198937564539090400112509857,4.7575718810407532732172303209,54.09684072366760260090851121,47.575718810407532732172303209,101.67255953407513533308081442
458,-9.082847773756424452189828064,4.5809432824396786875397169280,55.84312670967834845768364514,45.809432824396786875397169280,101.65255953407513533308081442
459,-8.966757982973758504267146271,4.4003146838386041018622035351,57.62941269568909431445877907,44.003146838386041018622035351,101.63255953407513533308081442
460,-8.850668192191092556344464478,4.2156860852375295161846901422,59.45569868169984017123391300,42.156860852375295161846901422,101.61255953407513533308081442
461,-8.734578401408426608421782685,4.0270574866364549305071767493,61.321984667710586028009046925,40.270574866364549305071767493,101.59255953407513533308081442
462,-8.618488610625760660499100892,3.8344288880353803448296633564,63.228270653721331884784180855,38.344288880353803448296633564,101.57255953407513533308081442
463,-8.502398819843094712576419099,3.6378002894343057591521499635,65.174556639732077741559314785,36.378002894343057591521499635,101.55255953407513533308081442
464,-8.386309029060428764653737306,3.4371716908332311734746365706,67.160842625742823598334448715,34.371716908332311734746365706,101.53255953407513533308081442
