iteration,x,y,energie cinetique,energie potentielle,energie mecanique
899,3.6827124473079451686218060460,6.4810374780646128302178824569,38.193306425290426856217722872,64.810374780646128302178824569,103.00368120593655515839654744
900,3.8572346676043900489111886371,6.4868680305939218601407177989,38.115000899997336556989369452,64.868680305939218601407177989,102.98368120593655515839654744
901,4.0317568879008349292005712282,6.4886985831232308900635531409,38.076695374704246257761016032,64.886985831232308900635531409,102.96368120593655515839654744
902,4.2062791081972798094899538193,6.4865291356525399199863884829,38.078389849411155958532662612,64.865291356525399199863884829,102.94368120593655515839654744
903,4.3808013284937246897793364104,6.4803596881818489499092238249,38.120084324118065659304309192,64.803596881818489499092238249,102.92368120593655515839654744
904,4.5553235487901695700687190015,6.4701902407111579798320591669,38.201778798824975360075955773,64.701902407111579798320591669,102.90368120593655515839654744
905,4.7298457690866144503581015926,6.4560207932404670097548945089,38.323473273531885060847602353,64.560207932404670097548945089,102.88368120593655515839654744
906,4.9043679893830593306474841837,6.4378513457697760396777298509,38.485167748238794761619248934,64.378513457697760396777298509,102.86368120593655515839654744
907,5.0788902096795042109368667748,6.4156818982990850696005651929,38.686862222945704462390895514,64.156818982990850696005651929,102.84368120593655515839654744
908,5.2534124299759490912262493659,6.3895124508283940995234005349,38.928556697652614163162542094,63.895124508283940995234005349,102.82368120593655515839654744
909,5.4279346502723939715156319570,6.3593430033577031294462358769,39.210251172359523863934188674,63.593430033577031294462358769,102.80368120593655515839654744
910,5.6024568705688388518050145481,6.3251735558870121593690712189,39.531945647066433564705835254,63.251735558870121593690712189,102.78368120593655515839654744
911,5.7769790908652837320943971392,6.2870041084163211892919065609,39.893640121773343265477481835,62.870041084163211892919065609,102.76368120593655515839654744
912,5.9515013111617286123837797303,6.2448346609456302192147419029,40.295334596480252966249128415,62.448346609456302192147419029,102.74368120593655515839654744
913,6.1260235314581734926731623214,6.1986652134749392491375772449,40.737029071187162667020774995,61.986652134749392491375772449,102.72368120593655515839654744
914,6.3005457517546183729625449125,6.1484957660042482790604125869,41.218723545894072367792421575,61.484957660042482790604125869,102.70368120593655515839654744
915,6.4750679720510632532519275036,6.0943263185335573089832479289,41.740418020600982068564068155,60.943263185335573089832479289,102.68368120593655515839654744
916,6.6495901923475081335413100947,6.0361568710628663389060832709,42.302112495307891769335714735,60.361568710628663389060832709,102.66368120593655515839654744
917,6.8241124126439530138306926858,5.9739874235921753688289186129,42.903806970014801470107361315,59.739874235921753688289186129,102.64368120593655515839654744
918,6.9986346329403978941200752769,5.9078179761214843987517539549,43.545501444721711170879007895,59.078179761214843987517539549,102.62368120593655515839654744
919,7.1731568532368427744094578680,5.8376485286507934286745892969,44.227195919428620871650654475,58.376485286507934286745892969,102.60368120593655515839654744
920,7.3476790735332876546988404591,5.7634790811801024585974246389,44.948890394135530572422301055,57.634790811801024585974246389,102.58368120593655515839654744
921,7.5222012938297325349882230502,5.6853096337094114885202599809,45.71058486884244027319394764,56.853096337094114885202599809,102.56368120593655515839654745
922,7.6967235141261774152776056413,5.6031401862387205184430953229,46.51227934354934997396559422,56.031401862387205184430953229,102.54368120593655515839654745
923,7.8712457344226222955669882324,5.5169707387680295483659306649,47.35397381825625967473724080,55.169707387680295483659306649,102.52368120593655515839654745
924,8.045767954719067175856370824,5.4268012912973385782887660069,48.23566829296316937550888738,54.268012912973385782887660069,102.50368120593655515839654745
925,8.220290175015512056145753415,5.3326318438266476082116013489,49.15736276767007907628053396,53.326318438266476082116013489,102.48368120593655515839654745
926,8.394812395311956936435136006,5.2344623963559566381344366909,50.11905724237698877705218054,52.344623963559566381344366909,102.46368120593655515839654745
927,8.569334615608401816724518597,5.1322929488852656680572720329,51.12075171708389847782382712,51.322929488852656680572720329,102.44368120593655515839654745
928,8.743856835904846697013901188,5.0261235014145746979801073749,52.16244619179080817859547370,50.261235014145746979801073749,102.42368120593655515839654745
929,8.918379056201291577303283779,4.9159540539438837279029427169,53.24414066649771787936712028,49.159540539438837279029427169,102.40368120593655515839654745
930,9.092901276497736457592666370,4.8017846064731927578257780589,54.36583514120462758013876686,48.017846064731927578257780589,102.38368120593655515839654745
931,9.267423496794181337882048961,4.6836151590025017877486134009,55.52752961591153728091041344,46.836151590025017877486134009,102.36368120593655515839654745
932,9.441945717090626218171431552,4.5614457115318108176714487429,56.72922409061844698168206002,45.614457115318108176714487429,102.34368120593655515839654745
933,9.616467937387071098460814143,4.4352762640611198475942840849,57.97091856532535668245370660,44.352762640611198475942840849,102.32368120593655515839654745
934,9.709009842316484050317320139,4.3051068165904288991974682354,59.25261304003226638322535318,43.051068165904288991974682354,102.30368120593655537520003553
935,9.534487622020039170027937548,4.1709373691197379291203035774,60.57430751473917608399699976,41.709373691197379291203035774,102.28368120593655537520003553
936,9.359965401723594289738554957,4.0327679216490469590431389194,61.93600198944608578476864634,40.327679216490469590431389194,102.26368120593655537520003553
937,9.185443181427149409449172366,3.8905984741783559889659742614,63.33769646415299548554029292,38.905984741783559889659742614,102.24368120593655537520003553
938,9.010920961130704529159789775,3.7444290267076650188888096034,64.77939093885990518631193950,37.444290267076650188888096034,102.22368120593655537520003553
939,8.836398740834259648870407184,3.5942595792369740488116449454,66.26108541356681488708358608,35.942595792369740488116449454,102.20368120593655537520003553
940,8.661876520537814768581024593,3.4400901317662830787344802874,67.78277988827372458785523266,34.400901317662830787344802874,102.18368120593655537520003553
941,8.487354300241369888291642002,3.2819206842955921086573156294,69.34447436298063428862687924,32.819206842955921086573156294,102.16368120593655537520003553
942,8.312832079944925008002259411,3.1197512368249011385801509714,70.94616883768754398939852582,31.197512368249011385801509714,102.14368120593655537520003553
943,8.138309859648480127712876820,2.9535817893542101685029863134,72.58786331239445369017017240,29.535817893542101685029863134,102.12368120593655537520003553
944,7.963787639352035247423494229,2.7834123418835191984258216554,74.26955778710136339094181898,27.834123418835191984258216554,102.10368120593655537520003553
945,7.7892654190555903671341116379,2.6092428944128282283486569974,75.99125226180827309171346556,26.092428944128282283486569974,102.08368120593655537520003553
946,7.6147431987591454868447290468,2.4310734469421372582714923394,77.75294673651518279248511214,24.310734469421372582714923394,102.06368120593655537520003553
947,7.4402209784627006065553464557,2.2489039994714462881943276814,79.55464121122209249325675872,22.489039994714462881943276814,102.04368120593655537520003553
948,7.2656987581662557262659638646,2.0627345520007553181171630234,81.39633568592900219402840530,20.627345520007553181171630234,102.02368120593655537520003553
949,7.0911765378698108459765812735,1.8725651045300643480399983654,83.27803016063591189480005188,18.725651045300643480399983654,102.00368120593655537520003553
950,6.9166543175733659656871986824,1.6783956570593733779628337074,85.19972463534282159557169846,16.783956570593733779628337074,101.98368120593655537520003553
951,6.7421320972769210853978160913,1.4802262095886824078856690494,87.16141911004973129634334504,14.802262095886824078856690494,101.96368120593655537520003553
952,6.5676098769804762051084335002,1.2780567621179914378085043914,89.16311358475664099711499162,12.780567621179914378085043914,101.94368120593655537520003553
953,6.3930876566840313248190509091,1.0718873146473004677313397334,91.20480805946355069788663820,10.718873146473004677313397334,101.92368120593655537520003553
954,6.2185654363875864445296683180,0.8617178671766094976541750754,93.28650253417046039865828478,8.617178671766094976541750754,101.90368120593655537520003553
955,6.0440432160911415642402857269,0.6475484197059185275770104174,95.40819700887737009942993136,6.4754841970591852757701041740,101.88368120593655537520003553
956,5.8695209957946966839509031358,0.4293789722352275574998457594,97.56989148358427980020157794,4.2937897223522755749984575940,101.86368120593655537520003553
957,5.6949987754982515275368681162,0.2927904752354637640882116599,99.77158595829118950097322452,2.9279047523546376408821165990,102.69949071064582714185534112
958,5.5204765552018066472474855251,0.5109599227061547341653763179,97.56989148358427980020157794,5.1095992270615473416537631790,102.67949071064582714185534112
959,5.3459543349053617669581029340,0.7251293701768457042425409759,95.40819700887737009942993136,7.2512937017684570424254097590,102.65949071064582714185534112
960,5.1714321146089168866687203429,0.9352988176475366743197056339,93.28650253417046039865828478,9.352988176475366743197056339,102.63949071064582714185534112
961,5.2513190013417463493390661372,1.1879433078658191651024038724,91.20480805946340667370896158,11.879433078658191651024038724,103.08424113812159832473300030
962,5.3416764199918167943001539509,1.4385005378603070982613936845,88.67923575951852734211906346,14.385005378603070982613936845,103.06424113812159832473300030
963,5.4320338386418872392612417646,1.6850577678547950314203834966,86.19366345957364801052916534,16.850577678547950314203834966,103.04424113812159832473300031
964,5.5223912572919576842223295783,1.9276149978492829645793733087,83.74809115962876867893926722,19.276149978492829645793733087,103.02424113812159832473300031
965,5.6127486759420281291834173920,2.1661722278437708977383631208,81.34251885968388934734936910,21.661722278437708977383631208,103.00424113812159832473300031
966,5.7031060945920985741445052057,2.4007294578382588308973529329,78.976946559739010015759470975,24.007294578382588308973529329,102.98424113812159832473300030
967,5.7934635132421690191055930194,2.6312866878327467640563427450,76.651374259794130684169572855,26.312866878327467640563427450,102.96424113812159832473300030
968,5.8838209318922394640666808331,2.8578439178272346972153325571,74.365801959849251352579674735,28.578439178272346972153325571,102.94424113812159832473300031
969,5.9741783505423099090277686468,3.0804011478217226303743223692,72.120229659904372020989776615,30.804011478217226303743223692,102.92424113812159832473300031
970,6.0645357691923803539888564605,3.2989583778162105635333121813,69.914657359959492689399878495,32.989583778162105635333121813,102.90424113812159832473300031
971,6.1548931878424507989499442742,3.5135156078106984966923019934,67.74908506001461335780998037,35.135156078106984966923019934,102.88424113812159832473300030
972,6.2452506064925212439110320879,3.7240728378051864298512918055,65.62351276006973402622008225,37.240728378051864298512918055,102.86424113812159832473300030
973,6.3356080251425916888721199016,3.9306300677996743630102816176,63.53794046012485469463018413,39.306300677996743630102816176,102.84424113812159832473300031
974,6.4259654437926621338332077153,4.1331872977941622961692714297,61.49236816017997536304028601,41.331872977941622961692714297,102.82424113812159832473300031
975,6.5163228624427325787942955290,4.3317445277886502293282612418,59.48679586023509603145038789,43.317445277886502293282612418,102.80424113812159832473300031
976,6.6066802810928030237553833427,4.5263017577831381624872510539,57.521223560290216699860489765,45.263017577831381624872510539,102.78424113812159832473300030
977,6.6970376997428734687164711564,4.7168589877776260956462408660,55.595651260345337368270591645,47.168589877776260956462408660,102.76424113812159832473300030
978,6.7873951183929439136775589701,4.9034162177721140288052306781,53.710078960400458036680693525,49.034162177721140288052306781,102.74424113812159832473300031
979,6.8777525370430143586386467838,5.0859734477666019619642204902,51.864506660455578705090795405,50.859734477666019619642204902,102.72424113812159832473300031
980,6.9681099556930848035997345975,5.2645306777610898951232103023,50.058934360510699373500897285,52.645306777610898951232103023,102.70424113812159832473300031
981,7.0584673743431552485608224112,5.4390879077555778282822001144,48.293362060565820041910999165,54.390879077555778282822001144,102.68424113812159832473300031
982,7.1488247929932256935219102249,5.6096451377500657614411899265,46.56778976062094071032110104,56.096451377500657614411899265,102.66424113812159832473300030
983,7.2391822116432961384829980386,5.7762023677445536946001797386,44.88221746067606137873120292,57.762023677445536946001797386,102.64424113812159832473300031
984,7.3295396302933665834440858523,5.9387595977390416277591695507,43.23664516073118204714130480,59.387595977390416277591695507,102.62424113812159832473300031
985,7.4198970489434370284051736660,6.0973168277335295609181593628,41.63107286078630271555140668,60.973168277335295609181593628,102.60424113812159832473300031
986,7.5102544675935074733662614797,6.2518740577280174940771491749,40.06550056084142338396150856,62.518740577280174940771491749,102.58424113812159832473300031
987,7.6006118862435779183273492934,6.4024312877225054272361389870,38.539928260896544052371610438,64.024312877225054272361389870,102.56424113812159832473300031
988,7.6909693048936483632884371071,6.5489885177169933603951287991,37.054355960951664720781712316,65.489885177169933603951287991,102.54424113812159832473300031
989,7.7813267235437188082495249208,6.6915457477114812935541186112,35.608783661006785389191814196,66.915457477114812935541186112,102.52424113812159832473300031
990,7.8716841421937892532106127345,6.8301029777059692267131084233,34.203211361061906057601916074,68.301029777059692267131084233,102.50424113812159832473300031
991,7.962041560843859698171700548,6.9646602077004571598720982354,32.837639061117026726012017954,69.646602077004571598720982354,102.48424113812159832473300031
992,8.052398979493930143132788362,7.0952174376949450930310880475,31.512066761172147394422119832,70.952174376949450930310880475,102.46424113812159832473300031
993,8.142756398144000588093876176,7.2217746676894330261900778596,30.226494461227268062832221712,72.217746676894330261900778596,102.44424113812159832473300031
994,8.233113816794071033054963990,7.3443318976839209593490676717,28.98092216128238873124232359,73.443318976839209593490676717,102.42424113812159832473300031
995,8.323471235444141478016051804,7.4628891276784088925080574838,27.77534986133750939965242547,74.628891276784088925080574838,102.40424113812159832473300031
996,8.413828654094211922977139618,7.5774463576728968256670472959,26.609777561392630068062527348,75.774463576728968256670472959,102.38424113812159832473300031
997,8.504186072744282367938227432,7.6880035876673847588260371080,25.484205261447750736472629228,76.880035876673847588260371080,102.36424113812159832473300031
998,8.594543491394352812899315246,7.7945608176618726919850269201,24.398632961502871404882731106,77.945608176618726919850269201,102.34424113812159832473300031
999,8.684900910044423257860403060,7.8971180476563606251440167322,23.353060661557992073292832986,78.971180476563606251440167322,102.32424113812159832473300031
